,carat,cut,color,clarity,depth,table,x,y,z,group,price_predicted
2492,0.56,Ideal,G,SI1,61.5,56.0,5.31,5.32,3.27,1.0,1525.2555500580104
2493,0.35,Ideal,F,VVS1,61.8,55.0,4.53,4.57,2.81,1.0,1067.1782042258608
2494,0.72,Premium,F,VS1,62.2,58.0,5.75,5.7,3.56,1.0,3234.423291222483
2495,1.51,Ideal,I,SI2,61.2,58.0,7.33,7.42,4.51,0.0,7541.679635928363
2496,1.01,Good,D,SI2,63.9,57.0,6.29,6.36,4.04,0.0,4204.613432552508
2497,1.51,Fair,G,SI2,65.5,55.0,7.14,7.08,4.66,0.0,7423.003230380922
2498,0.75,Very Good,H,VVS2,60.6,57.0,5.86,5.89,3.56,1.0,3245.1135443513763
2499,0.5,Good,D,SI2,61.9,63.0,5.05,5.07,3.13,1.0,1148.5196750310147
2500,0.36,Ideal,G,VVS2,61.5,55.0,4.58,4.62,2.83,1.0,923.9114366362255
2501,0.63,Ideal,F,SI1,62.6,56.0,5.53,5.49,3.45,1.0,2028.6348009308663
2502,0.47,Ideal,H,SI2,62.4,53.0,4.98,5.02,3.12,1.0,918.33719550405
2503,1.01,Good,F,SI1,58.8,64.0,6.58,6.51,3.85,0.0,4544.820906122444
2504,1.01,Very Good,G,VS2,63.2,55.0,6.39,6.34,4.02,1.0,5035.703167875074
2505,0.9,Ideal,G,SI2,62.7,55.0,6.11,6.17,3.85,1.0,3197.7092141493436
2506,1.51,Ideal,I,SI1,61.2,60.0,7.39,7.37,4.52,0.0,8718.931752131033
2507,1.0,Good,I,SI1,57.6,61.0,6.56,6.52,3.77,0.0,3690.148395753148
2508,0.31,Premium,I,VS1,62.3,59.0,4.29,4.35,2.69,1.0,505.12683257663167
2509,1.63,Premium,I,SI1,61.7,58.0,7.54,7.51,4.64,0.0,9795.861026601213
2510,0.4,Very Good,E,VVS2,61.4,56.0,4.74,4.81,2.93,1.0,1325.3251221457388
2511,0.42,Very Good,G,VS1,60.6,58.0,4.82,4.95,2.96,1.0,1035.3471697936366
2512,0.7,Premium,H,VS1,61.9,56.0,5.7,5.67,3.52,1.0,2576.9216708187664
2513,0.32,Very Good,D,SI1,60.1,60.0,4.38,4.4,2.64,1.0,607.4638876660097
2514,0.75,Very Good,E,VS2,62.8,55.0,5.77,5.79,3.63,1.0,3426.9863627106492
2515,0.32,Ideal,G,IF,61.4,55.0,4.42,4.44,2.72,1.0,897.0215961633385
2516,0.25,Ideal,E,VS2,60.6,57.0,4.08,4.11,2.48,1.0,456.9202063575039
2517,1.02,Ideal,F,SI2,61.6,56.0,6.52,6.49,4.01,0.0,4229.108814953356
2518,0.4,Premium,D,SI1,61.1,58.0,4.75,4.74,2.9,1.0,951.0625602791581
2519,0.48,Good,F,VS1,59.0,60.9,5.09,5.15,3.02,1.0,1409.4794687970893
2520,0.31,Ideal,E,VS1,60.1,55.0,4.42,4.53,2.69,1.0,738.0238703360274
2521,1.0,Ideal,H,SI2,62.5,54.0,6.32,6.38,3.97,0.0,3700.0859726230015
2522,0.9,Premium,I,VS2,61.6,58.0,6.15,6.09,3.77,1.0,3494.6017264187326
2523,1.02,Very Good,D,SI1,62.7,57.0,6.42,6.5,4.05,0.0,5401.163204750004
2524,0.36,Premium,F,VS2,62.0,59.0,4.51,4.56,2.81,1.0,808.5774919562742
2525,0.31,Very Good,E,SI1,63.1,57.0,4.31,4.28,2.71,1.0,537.1407072220454
2526,0.7,Fair,F,VS2,65.5,57.0,5.55,5.41,3.59,1.0,2600.0306846249186
2527,1.74,Premium,J,VS2,61.9,62.0,7.62,7.54,4.7,0.0,11096.35284167654
2528,1.79,Premium,G,VS1,61.7,59.0,7.85,7.74,4.81,0.0,16638.242855436343
2529,0.36,Ideal,E,VS1,62.4,55.0,4.61,4.59,2.87,1.0,979.6281662365698
2530,1.52,Good,E,I1,57.3,58.0,7.53,7.42,4.28,,4827.758535119971
2531,0.94,Premium,E,SI1,62.0,58.0,6.24,6.27,3.88,0.0,4468.918226816962
2532,0.33,Ideal,I,SI1,61.5,57.0,4.49,4.46,2.75,1.0,496.06519751662296
2533,1.06,Ideal,G,SI2,62.2,55.0,6.56,6.53,4.07,0.0,4325.1457446313125
2534,0.75,Ideal,E,SI1,62.1,55.0,5.81,5.85,3.62,1.0,3001.7490033512186
2535,0.79,Premium,H,VS1,60.0,60.0,6.07,5.99,3.64,1.0,3240.3024680673025
2536,0.33,Ideal,E,SI1,59.6,57.0,4.53,4.49,2.69,1.0,638.7173564571375
2537,0.82,Ideal,F,SI2,62.4,54.0,5.97,6.02,3.74,1.0,2826.8421624517337
2538,0.32,Ideal,G,VS1,61.9,55.0,4.4,4.42,2.73,1.0,658.6565629428683
2539,0.3,Premium,F,VS2,62.2,60.0,4.22,4.27,2.64,1.0,573.2454850579993
2540,0.7,Ideal,F,VS2,62.0,56.0,5.71,5.74,3.55,1.0,2917.9661036609996
2541,1.52,Fair,J,VS1,65.4,58.0,7.22,7.17,4.7,0.0,8560.0325777006
2542,0.31,Ideal,G,IF,62.0,54.0,4.36,4.38,2.71,1.0,845.1412400832353
2543,0.51,Ideal,D,VS2,61.6,57.0,5.19,5.14,3.18,1.0,1915.732187841466
2544,0.74,Premium,H,VS2,59.9,57.0,5.91,5.87,3.53,1.0,2638.603419699182
2545,0.67,Good,F,VS2,58.1,62.0,5.76,5.83,3.36,1.0,2463.8555175910733
2546,0.32,Ideal,H,VS1,62.1,55.0,4.39,4.4,2.73,1.0,603.8048154267949
2547,0.72,Ideal,H,VS1,62.3,55.0,5.72,5.74,3.57,1.0,2804.736831201632
2548,0.5,Very Good,E,VS2,62.8,60.0,5.02,5.08,3.17,1.0,1594.7910765419963
2549,0.86,Ideal,E,SI2,61.8,57.0,6.1,6.13,3.78,1.0,3240.119373316109
2550,0.51,Premium,D,SI1,61.9,60.0,5.15,5.12,3.18,1.0,1503.446837048469
2551,2.0,Fair,I,VS1,58.5,68.0,8.26,8.15,4.8,0.0,15702.326963326846
2552,1.79,Very Good,F,VS2,62.8,59.0,7.7,7.8,4.87,0.0,16191.530634714545
2553,0.7,Very Good,F,VS2,63.4,56.0,5.69,5.63,3.59,1.0,2754.414893623329
2554,0.7,Very Good,G,VS2,62.2,61.0,5.54,5.59,3.46,1.0,2521.5876798533695
2555,0.28,Very Good,E,IF,59.6,55.0,4.24,4.31,2.55,1.0,889.20461925045
2556,0.32,Premium,D,SI1,60.8,58.0,4.41,4.44,2.69,1.0,624.5120042485065
2557,1.5,Good,I,I1,62.6,63.0,7.19,7.25,4.52,,3962.9954753774014
2558,0.9,Fair,I,VVS2,60.9,66.0,6.1,6.12,3.72,1.0,3989.1095011725583
2559,0.41,Premium,I,VVS2,62.4,60.0,4.73,4.7,2.94,1.0,949.009914527352
2560,1.0,Premium,J,SI1,58.7,58.0,6.55,6.51,3.83,0.0,3661.356290384783
2561,0.91,Very Good,H,VS2,58.3,59.0,6.35,6.47,3.74,1.0,3786.874913516793
2562,1.07,Very Good,J,VVS2,60.0,60.0,6.57,6.59,3.95,1.0,5221.861424357205
2563,2.2,Ideal,J,SI1,61.5,57.0,8.41,8.37,5.16,0.0,16638.11247275319
2564,1.52,Very Good,D,SI1,60.6,57.8,7.4,7.46,4.51,0.0,11456.144518890336
2565,0.31,Ideal,H,VVS2,62.3,55.0,4.36,4.37,2.72,1.0,628.761016770349
2566,0.9,Good,H,SI2,64.1,58.0,6.05,6.02,3.87,1.0,2798.7753009727576
2567,0.41,Premium,J,VS1,61.3,59.0,4.78,4.74,2.92,1.0,786.3183547248568
2568,1.58,Premium,G,VS2,58.2,58.0,7.68,7.64,4.46,0.0,12056.287433971334
2569,0.9,Premium,G,SI1,61.9,59.0,6.18,6.13,3.81,1.0,3628.4399048663186
2570,1.2,Good,I,SI1,65.0,59.0,6.51,6.57,4.25,0.0,5203.489654822223
2571,1.16,Very Good,F,VS2,60.2,63.0,6.79,6.7,4.07,0.0,7142.781626712116
2572,0.3,Premium,H,VVS2,62.1,52.0,4.31,4.29,2.67,1.0,578.9430113839286
2573,0.4,Premium,D,SI1,60.9,60.0,4.74,4.78,2.9,1.0,951.0625602791581
2574,0.24,Very Good,F,VVS2,61.4,57.0,4.03,4.06,2.48,1.0,453.4791599217546
2575,0.72,Very Good,H,VS1,60.6,63.0,5.83,5.76,3.51,1.0,2634.218458744292
2576,0.33,Good,I,VVS2,63.7,56.0,4.4,4.36,2.79,1.0,603.0652909143992
2577,0.86,Very Good,E,VS2,62.3,56.0,6.05,6.08,3.78,1.0,4436.5443056709655
2578,0.7,Ideal,D,VS1,62.5,57.0,5.65,5.68,3.54,1.0,3765.053809058789
2579,0.52,Ideal,E,SI1,60.1,59.0,5.18,5.23,3.13,1.0,1505.0877337487861
2580,0.41,Premium,E,VS1,62.3,59.0,4.76,4.74,2.96,1.0,1214.5367762595752
2581,1.06,Ideal,G,VS2,61.8,57.0,6.52,6.56,4.04,1.0,5843.859019660187
2582,0.72,Ideal,J,SI1,62.6,56.0,5.67,5.74,3.57,1.0,2026.4901465404498
2583,1.54,Ideal,H,SI2,60.9,56.0,7.45,7.43,4.53,0.0,8209.546839894421
2584,0.76,Ideal,D,SI1,61.2,57.0,5.88,5.91,3.61,1.0,3278.382210601377
2585,1.01,Very Good,D,VS2,60.4,58.0,6.47,6.57,3.94,1.0,6563.356204379865
2586,1.0,Fair,G,VVS2,65.5,54.0,6.3,6.22,4.1,1.0,5957.5001494989165
2587,2.02,Very Good,H,SI2,59.9,55.0,8.17,8.28,4.93,0.0,12801.869294807953
2588,0.32,Very Good,F,VS2,63.2,58.0,4.35,4.32,2.74,1.0,629.0618739950472
2589,0.32,Ideal,D,SI1,62.0,57.0,4.4,4.37,2.72,1.0,642.038566191973
2590,2.43,Premium,I,SI2,62.2,60.0,8.59,8.53,5.33,0.0,17643.356565476028
2591,0.92,Very Good,E,SI1,63.3,57.0,6.22,6.17,3.92,0.0,4174.234231710135
2592,0.41,Ideal,J,VS1,62.7,57.0,4.72,4.75,2.97,1.0,811.3693124479099
2593,0.38,Premium,H,VS2,60.5,59.0,4.69,4.66,2.83,1.0,750.4293701501882
2594,1.71,Very Good,E,SI1,63.4,56.0,7.58,7.5,4.78,0.0,13428.10603050847
2595,0.9,Very Good,I,SI1,61.4,55.0,6.19,6.28,3.83,1.0,3110.388444804802
2596,0.43,Very Good,F,VS1,63.4,57.0,4.8,4.76,3.03,1.0,1180.8709638999712
2597,0.7,Very Good,G,VS2,58.2,60.0,5.84,5.78,3.38,1.0,2521.5876798533695
2598,0.51,Ideal,E,VS2,62.0,54.0,5.16,5.13,3.19,1.0,1753.797764433736
2599,0.4,Good,E,SI1,63.5,58.0,4.65,4.67,2.96,1.0,844.7456126886494
2600,0.9,Premium,I,SI1,60.9,56.0,6.26,6.21,3.8,1.0,3197.67966639103
2601,0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69,1.0,2486.0339325267514
2602,1.12,Premium,F,SI2,60.5,59.0,6.73,6.79,4.09,0.0,4886.009176042583
2603,0.4,Premium,E,SI1,60.8,62.0,4.76,4.72,2.88,1.0,892.825520956359
2604,0.51,Very Good,J,SI1,62.6,59.0,5.06,5.1,3.18,1.0,1000.9509877290894
2605,1.01,Fair,E,SI2,67.6,57.0,6.21,6.11,4.18,0.0,3893.8677579075293
2606,0.52,Ideal,E,VS2,61.7,55.0,5.16,5.21,3.2,1.0,1819.2369885371781
2607,0.41,Ideal,E,VS2,61.8,56.0,4.78,4.74,2.94,1.0,1161.8724012153987
2608,1.05,Premium,G,SI2,60.1,60.0,6.58,6.66,3.98,0.0,4131.804476477092
2609,2.02,Very Good,G,SI2,62.8,55.0,8.06,8.11,5.08,0.0,13438.63733634044
2610,0.9,Very Good,I,SI2,60.9,63.0,6.21,6.13,3.76,1.0,2742.516301343561
2611,0.64,Premium,D,VS2,60.9,59.0,5.6,5.63,3.42,1.0,2856.5622474262054
2612,1.22,Premium,I,SI1,62.1,58.0,6.89,6.8,4.25,0.0,5673.701117321952
2613,1.32,Very Good,H,SI1,62.4,58.0,7.02,7.09,4.4,0.0,6819.926562633506
2614,2.2,Premium,I,SI2,63.0,59.0,8.22,8.19,5.17,0.0,14685.108765413346
2615,1.0,Ideal,G,VS2,62.6,57.0,6.47,6.4,4.03,1.0,5235.503215887582
2616,0.54,Premium,H,VS1,61.9,56.0,5.29,5.24,3.26,1.0,1576.3458864346787
2617,2.25,Ideal,I,SI2,62.4,57.0,8.39,8.32,5.21,0.0,15745.409094828656
2618,1.13,Very Good,H,SI2,62.5,62.0,6.59,6.66,4.14,0.0,4381.801948993744
2619,0.62,Premium,F,SI2,61.7,60.0,5.48,5.45,3.37,1.0,1640.3230996873294
2620,0.9,Fair,D,SI2,64.7,59.0,6.09,5.99,3.91,1.0,3303.941758605519
2621,0.38,Ideal,D,VS2,61.8,56.0,4.65,4.67,2.88,1.0,1099.654869616829
2622,0.4,Very Good,D,SI1,63.1,57.0,4.73,4.69,2.97,1.0,925.1001683722202
2623,0.61,Premium,D,VS1,62.4,57.0,5.46,5.44,3.4,1.0,2811.6193010836955
2624,1.5,Good,J,VS1,64.1,55.0,7.23,7.13,4.6,0.0,8613.929125059594
2625,1.25,Ideal,G,SI1,62.5,54.0,6.88,6.85,4.29,0.0,6928.800895812919
2626,1.01,Fair,E,SI2,60.0,60.0,6.48,6.38,3.86,0.0,3893.8677579075293
2627,0.83,Premium,G,SI2,61.6,57.0,6.06,6.02,3.72,1.0,2677.151219905044
2628,1.53,Ideal,H,SI1,62.3,57.0,7.41,7.36,4.6,0.0,9520.881324635362
2629,0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,1.0,3545.485336760542
2630,0.38,Good,H,SI1,63.3,57.0,4.58,4.62,2.91,1.0,634.4670890107496
2631,0.74,Ideal,F,SI1,61.2,56.0,5.83,5.87,3.58,1.0,2747.5374551621303
2632,0.84,Good,G,VS2,63.6,59.0,5.89,5.94,3.76,1.0,3455.649104103477
2633,0.75,Ideal,E,SI1,61.4,57.0,5.82,5.87,3.59,1.0,3001.7490033512186
2634,0.42,Premium,H,VS1,61.7,59.0,4.76,4.83,2.96,1.0,979.3630481292769
2635,0.94,Premium,E,SI2,62.4,58.0,6.26,6.33,3.93,0.0,3711.900669557978
2636,0.72,Very Good,F,VVS2,59.2,63.0,5.77,5.86,3.44,1.0,3669.3887181937957
2637,0.3,Premium,E,VS2,62.4,59.0,4.3,4.26,2.67,1.0,626.1752920040834
2638,0.41,Very Good,E,SI2,63.3,56.0,4.73,4.69,2.98,1.0,780.2713830839025
2639,0.43,Ideal,D,VS2,61.3,55.0,4.84,4.88,2.98,1.0,1388.4705555974774
2640,2.24,Premium,I,SI2,61.9,58.0,8.29,8.36,5.15,0.0,15181.70011717759
2641,0.84,Very Good,G,VS2,61.8,57.0,6.04,6.07,3.74,1.0,3556.7642398742805
2642,1.12,Very Good,E,SI2,60.9,63.0,6.59,6.65,4.03,0.0,4986.239022730661
2643,0.34,Premium,I,VS1,61.0,60.0,4.51,4.48,2.74,1.0,601.6973722308535
2644,0.3,Premium,G,VS1,62.5,55.0,4.32,4.25,2.68,1.0,564.8790814713223
2645,0.7,Ideal,G,VS1,61.4,57.0,5.7,5.73,3.51,1.0,2900.5732237194256
2646,1.0,Premium,F,SI1,59.7,60.0,6.48,6.51,3.88,0.0,4714.242850636409
2647,0.43,Ideal,D,VS2,61.8,56.0,4.81,4.83,2.98,1.0,1388.4705555974774
2648,1.01,Ideal,H,SI1,62.4,53.0,6.42,6.47,4.02,0.0,4352.038926465899
2649,0.71,Good,D,SI2,56.6,63.0,5.9,5.76,3.3,1.0,2193.902593629498
2650,1.12,Ideal,E,SI2,62.0,57.0,6.61,6.63,4.11,0.0,5275.931564815953
2651,0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59,1.0,2578.9970140239307
2652,0.71,Premium,E,SI1,61.8,59.0,5.75,5.7,3.54,1.0,2633.2209056639836
2653,0.52,Ideal,D,VS2,61.9,55.0,5.19,5.21,3.22,1.0,1987.2136496751298
2654,0.3,Premium,D,VS1,60.2,59.0,4.39,4.42,2.65,1.0,733.2344241335934
2655,0.35,Premium,E,VS2,61.6,58.0,4.57,4.52,2.8,1.0,837.5211191124038
2656,0.32,Ideal,I,VS2,61.5,56.0,4.4,4.41,2.71,1.0,511.3030656960097
2657,1.01,Very Good,I,SI1,64.2,55.0,6.28,6.34,4.05,0.0,3865.5351844606225
2658,0.58,Ideal,E,VS2,61.9,57.0,5.37,5.33,3.31,1.0,2235.4204737852933
2659,0.9,Good,J,SI1,64.3,63.0,6.05,6.01,3.88,1.0,2840.218910704104
2660,0.27,Very Good,F,VVS1,62.0,58.0,4.18,4.21,2.6,1.0,623.824074758997
2661,0.41,Ideal,D,VS1,61.8,57.0,4.8,4.75,2.95,1.0,1367.0779722698028
2662,1.01,Very Good,H,VS2,63.5,61.0,6.32,6.24,3.99,1.0,4610.041536193076
2663,1.01,Fair,G,SI2,68.5,63.0,6.08,6.0,4.14,0.0,3533.600988905481
2664,0.38,Ideal,I,SI1,61.5,56.0,4.67,4.7,2.88,1.0,647.183723247753
2665,1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99,1.0,5984.677004093748
2666,1.01,Ideal,F,SI2,62.9,57.0,6.35,6.41,4.01,0.0,4152.900000683688
2667,0.41,Premium,G,VS1,60.7,58.0,4.83,4.79,2.92,1.0,1020.6709806116719
2668,1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,0.0,8146.729861614868
2669,1.23,Ideal,G,VS2,61.5,54.0,6.92,6.89,4.25,0.0,7736.967349064122
2670,0.51,Very Good,F,VS2,62.0,58.0,5.08,5.11,3.16,1.0,1515.5607291674935
2671,0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,1.0,2639.214972500836
2672,0.43,Very Good,E,SI1,63.1,56.0,4.83,4.8,3.04,1.0,995.288373658862
2673,1.58,Ideal,G,VS1,61.3,57.0,7.48,7.54,4.6,0.0,13554.58968232031
2674,0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,1.0,1885.8015185903807
2675,0.65,Very Good,F,VS2,64.0,55.3,5.5,5.57,3.54,1.0,2395.028484755489
2676,0.35,Premium,H,VS1,62.6,59.0,4.5,4.45,2.8,1.0,693.3986786694876
2677,2.1,Premium,J,VS2,61.3,59.0,8.27,8.21,5.05,0.0,15821.82441225806
2678,1.04,Ideal,H,VS1,62.7,55.0,6.43,6.49,4.05,1.0,5627.923911393951
2679,1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,0.0,6446.316501128386
2680,1.06,Ideal,H,SI2,62.5,57.1,6.46,6.5,4.05,0.0,4120.2057260697775
2681,1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,1.0,5398.372271374559
2682,0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53,1.0,3743.6531044136364
2683,0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86,1.0,964.1604219448485
2684,0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,1.0,812.6370973875447
2685,0.83,Good,H,SI2,63.9,56.0,5.99,5.93,3.81,1.0,2410.2661284190362
2686,0.9,Very Good,F,VVS2,61.0,63.0,6.13,6.09,3.73,1.0,5610.849717258877
2687,0.7,Fair,H,SI1,65.5,57.0,5.59,5.55,3.65,1.0,1952.0328283924189
2688,0.42,Premium,F,VVS2,61.7,59.0,4.78,4.82,2.96,1.0,1342.285099011709
2689,1.23,Premium,F,VS2,60.8,59.0,6.9,6.94,4.21,0.0,8211.086096006637
2690,0.32,Ideal,F,VS2,61.2,56.0,4.41,4.44,2.71,1.0,666.4142100278788
2691,1.08,Premium,G,VS1,61.5,61.0,6.62,6.55,4.05,0.0,6390.460828294153
2692,0.43,Premium,G,SI1,62.6,59.0,4.8,4.82,3.01,1.0,901.7461092750318
2693,1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,0.0,13418.046487607626
2694,0.38,Good,D,VVS1,61.3,61.0,4.68,4.72,2.88,1.0,1438.0259274606037
2695,0.73,Good,E,SI1,63.2,58.0,5.7,5.76,3.62,1.0,2625.350944347209
2696,1.01,Very Good,H,SI1,61.9,57.0,6.36,6.41,3.95,0.0,4117.675517882051
2697,0.4,Premium,F,VS1,62.5,59.0,4.69,4.66,2.92,1.0,1062.5230957082492
2698,1.57,Ideal,J,VVS2,61.4,57.0,7.45,7.5,4.59,0.0,11277.870889698363
2699,1.29,Ideal,J,VS2,60.9,58.0,7.05,7.0,4.28,0.0,6494.233002239281
2700,0.25,Very Good,F,VVS2,62.4,55.0,4.03,4.06,2.52,1.0,490.1149504476488
2701,0.34,Ideal,E,VS2,62.5,55.0,4.45,4.48,2.79,1.0,816.1517814053753
2702,0.39,Premium,F,SI1,60.1,59.0,4.77,4.74,2.86,1.0,799.0953621451276
2703,0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,1.0,1437.114173914798
2704,0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,1.0,1885.8015185903807
2705,1.25,Premium,G,VS1,61.8,58.0,6.94,6.91,4.28,0.0,8428.848983272823
2706,0.71,Premium,F,VS1,61.1,58.0,5.76,5.72,3.51,1.0,3149.8732468310873
2707,0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,1.0,909.0805673202515
2708,0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16,1.0,2104.383160095831
2709,0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,1.0,2332.413696090649
2710,0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,0.0,4478.091334394299
2711,0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,1.0,638.3205982235309
2712,1.11,Ideal,J,SI2,62.6,54.0,6.61,6.64,4.15,0.0,4070.9975175828113
2713,2.16,Premium,J,SI1,60.5,59.0,8.41,8.35,5.07,0.0,15633.73981891417
2714,1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,0.0,9137.636327540193
2715,0.35,Ideal,E,VS1,61.9,56.0,4.53,4.55,2.81,1.0,928.732253210496
2716,0.54,Very Good,F,VS1,61.6,59.0,5.26,5.2,3.22,1.0,1817.8425132038838
2717,0.34,Ideal,F,VS2,60.7,56.0,4.56,4.53,2.76,1.0,747.163501637532
2718,1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,0.0,5074.296384097746
2719,0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,1.0,1599.2791116581461
2720,1.22,Premium,H,VS1,58.9,59.0,7.02,6.96,4.12,0.0,7379.46570622566
2721,1.76,Ideal,I,SI2,61.2,55.0,7.79,7.76,4.76,0.0,10006.292471063762
2722,0.53,Very Good,G,SI1,63.4,54.0,5.09,5.13,3.24,1.0,1300.8562059895212
2723,0.35,Premium,D,VS2,59.7,58.0,4.61,4.57,2.74,1.0,914.8524410388246
2724,1.5,Good,H,SI2,63.6,60.0,7.3,7.23,4.63,0.0,7185.131386995298
2725,2.04,Premium,G,SI2,60.3,59.0,8.23,8.3,4.98,0.0,14077.179556393576
2726,0.31,Ideal,H,VVS1,62.3,53.0,4.35,4.38,2.72,1.0,683.8803569025387
2727,0.55,Premium,D,VVS1,60.3,59.0,5.34,5.3,3.21,1.0,3026.871422667129
2728,0.7,Ideal,G,SI1,61.9,58.0,5.66,5.69,3.51,1.0,2322.795140285145
2729,0.52,Premium,F,SI1,59.5,59.0,5.24,5.31,3.14,1.0,1374.3552355340482
2730,0.32,Ideal,G,VS2,60.3,57.0,4.46,4.43,2.68,1.0,610.0830581390675
2731,0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61,1.0,640.2938657743437
2732,1.21,Ideal,I,VVS1,61.6,55.0,6.88,6.8,4.21,1.0,7950.3990376849
2733,1.27,Ideal,F,VS2,62.8,56.0,6.9,6.86,4.32,0.0,8977.32101715723
2734,0.37,Very Good,D,SI1,61.0,62.0,4.61,4.64,2.82,1.0,798.6718907735707
2735,1.01,Premium,F,SI1,60.6,58.0,6.54,6.49,3.95,0.0,4803.495907184657
2736,0.76,Ideal,F,VS2,61.0,55.0,5.89,5.92,3.6,1.0,3407.6905575551273
2737,0.59,Ideal,E,SI1,62.9,57.0,5.36,5.33,3.36,1.0,1909.6226120397957
2738,1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87,0.0,9582.919794261868
2739,0.75,Ideal,F,SI2,62.1,55.0,5.83,5.87,3.63,1.0,2397.5950268128336
2740,1.07,Ideal,D,IF,60.9,54.0,6.66,6.73,4.08,1.0,13273.588415863986
2741,0.4,Premium,D,VS2,59.1,57.0,4.87,4.81,2.86,1.0,1176.9471162623101
2742,0.28,Good,J,VVS2,58.4,60.0,4.27,4.33,2.51,1.0,399.0346932926902
2743,0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58,1.0,3090.3416772365385
2744,0.6,Ideal,I,SI2,62.2,54.0,5.4,5.44,3.37,1.0,1372.9770840001963
2745,1.05,Ideal,F,VVS2,62.1,54.0,6.55,6.52,4.06,1.0,7833.121574958205
2746,0.33,Ideal,E,VVS1,61.5,56.0,4.49,4.46,2.75,1.0,1064.701462278996
2747,0.71,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,1.0,3273.839494472419
2748,1.01,Premium,F,SI1,62.8,59.0,6.4,6.36,4.01,0.0,4803.495907184657
2749,0.33,Premium,I,VS1,61.6,60.0,4.42,4.45,2.73,1.0,568.6222536477666
2750,0.9,Very Good,F,VS2,64.2,59.0,6.07,6.11,3.91,1.0,4425.25291801335
2751,0.74,Ideal,F,VS1,62.3,57.0,5.79,5.77,3.6,1.0,3515.2228314507825
2752,1.04,Premium,G,I1,62.2,58.0,6.46,6.41,4.0,,2800.2120415038994
2753,0.51,Ideal,D,VS2,62.4,55.0,5.12,5.14,3.2,1.0,1915.732187841466
2754,0.58,Very Good,H,SI1,63.3,56.0,5.34,5.31,3.37,1.0,1447.390430590485
2755,1.02,Very Good,D,SI2,63.4,59.0,6.41,6.37,4.05,0.0,4404.397319005578
2756,0.41,Ideal,I,VS2,62.0,57.0,4.74,4.77,2.95,1.0,816.0885776373088
2757,0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01,1.0,1060.1926413661788
2758,1.13,Ideal,E,VS2,61.4,58.0,6.71,6.74,4.13,0.0,7866.92891530264
2759,0.39,Fair,E,SI1,65.6,60.0,4.5,4.56,2.97,1.0,783.3937876526634
2760,1.0,Premium,J,SI2,62.7,58.0,6.32,6.28,3.95,0.0,3264.2626414020824
2761,0.56,Good,E,VS2,62.3,63.0,5.22,5.27,3.27,1.0,1918.808464302464
2762,1.15,Premium,G,SI1,63.0,59.0,6.68,6.63,4.19,0.0,5759.442625535903
2763,0.81,Ideal,H,IF,61.6,58.0,5.98,6.01,3.69,1.0,4441.225922414795
2764,1.27,Premium,J,VVS1,60.1,58.0,7.06,6.99,4.22,1.0,7625.654938579971
2765,0.73,Ideal,G,VS2,61.6,56.0,5.8,5.83,3.58,1.0,2891.394609308084
2766,0.31,Ideal,G,VVS1,60.8,56.0,4.36,4.39,2.66,1.0,762.1461505597164
2767,0.68,Very Good,G,IF,62.7,56.0,5.56,5.6,3.5,1.0,3530.2020571107028
2768,0.51,Good,D,VS2,60.1,65.0,5.14,5.17,3.1,1.0,1756.946225412709
2769,1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,0.0,6353.994598271583
2770,0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98,1.0,865.353016456581
2771,1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7,0.0,6985.302518033417
