,carat,cut,color,clarity,depth,table,x,y,z,group,price_predicted
2644,0.3,Premium,G,VS1,62.5,55.0,4.32,4.25,2.68,1,619.7904677401976
2645,0.7,Ideal,G,VS1,61.4,57.0,5.7,5.73,3.51,1,3182.0989002894626
2646,1.0,Premium,F,SI1,59.7,60.0,6.48,6.51,3.88,1,4772.209844995379
2647,0.43,Ideal,D,VS2,61.8,56.0,4.81,4.83,2.98,1,1311.0905612758845
2648,1.01,Ideal,H,SI1,62.4,53.0,6.42,6.47,4.02,1,4363.286453395718
2649,0.71,Good,D,SI2,56.6,63.0,5.9,5.76,3.3,1,2028.1253728123108
2650,1.12,Ideal,E,SI2,62.0,57.0,6.61,6.63,4.11,0,5605.226284292064
2651,0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59,1,2636.4661897278243
2652,0.71,Premium,E,SI1,61.8,59.0,5.75,5.7,3.54,1,2471.9351945844746
2653,0.52,Ideal,D,VS2,61.9,55.0,5.19,5.21,3.22,1,1849.1785451722324
2654,0.3,Premium,D,VS1,60.2,59.0,4.39,4.42,2.65,1,787.7947610108075
2655,0.35,Premium,E,VS2,61.6,58.0,4.57,4.52,2.8,1,814.0566342180458
2656,0.32,Ideal,I,VS2,61.5,56.0,4.4,4.41,2.71,1,524.4803997269646
2657,1.01,Very Good,I,SI1,64.2,55.0,6.28,6.34,4.05,1,3683.6704666510173
2658,0.58,Ideal,E,VS2,61.9,57.0,5.37,5.33,3.31,1,2089.2364810638423
2659,0.9,Good,J,SI1,64.3,63.0,6.05,6.01,3.88,1,2598.9498812640304
2660,0.27,Very Good,F,VVS1,62.0,58.0,4.18,4.21,2.6,1,622.9965363083658
2661,0.41,Ideal,D,VS1,61.8,57.0,4.8,4.75,2.95,1,1439.2724746128868
2662,1.01,Very Good,H,VS2,63.5,61.0,6.32,6.24,3.99,1,4648.30877138605
2663,1.01,Fair,G,SI2,68.5,63.0,6.08,6.0,4.14,1,3564.683678185003
2664,0.38,Ideal,I,SI1,61.5,56.0,4.67,4.7,2.88,1,651.1605458220314
2665,1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99,0,6148.374667072966
2666,1.01,Ideal,F,SI2,62.9,57.0,6.35,6.41,4.01,1,4246.0387367739195
2667,0.41,Premium,G,VS1,60.7,58.0,4.83,4.79,2.92,1,1120.0209154625343
2668,1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,1,7601.975758248932
2669,1.23,Ideal,G,VS2,61.5,54.0,6.92,6.89,4.25,0,7972.439153993379
2670,0.51,Very Good,F,VS2,62.0,58.0,5.08,5.11,3.16,1,1506.4017721475118
2671,0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,1,2621.678474582628
2672,0.43,Very Good,E,SI1,63.1,56.0,4.83,4.8,3.04,1,969.4724770930638
2673,1.58,Ideal,G,VS1,61.3,57.0,7.48,7.54,4.6,0,14921.121296356776
2674,0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,1,1775.7508722298487
2675,0.65,Very Good,F,VS2,64.0,55.3,5.5,5.57,3.54,1,2396.5968622039945
2676,0.35,Premium,H,VS1,62.6,59.0,4.5,4.45,2.8,1,760.9637942432944
2677,2.1,Premium,J,VS2,61.3,59.0,8.27,8.21,5.05,0,13526.533757262549
2678,1.04,Ideal,H,VS1,62.7,55.0,6.43,6.49,4.05,1,5890.5361630977995
2679,1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,1,5785.506027350559
2680,1.06,Ideal,H,SI2,62.5,57.1,6.46,6.5,4.05,1,4219.6061752951355
2681,1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,1,5466.726452353232
2682,0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53,1,3859.0494050888456
2683,0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86,1,1046.1449759633392
2684,0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,1,822.3078014093508
2685,0.83,Good,H,SI2,63.9,56.0,5.99,5.93,3.81,1,2452.9099601594667
2686,0.9,Very Good,F,VVS2,61.0,63.0,6.13,6.09,3.73,1,5281.695981828701
2687,0.7,Fair,H,SI1,65.5,57.0,5.59,5.55,3.65,1,1963.935476827716
2688,0.42,Premium,F,VVS2,61.7,59.0,4.78,4.82,2.96,1,1267.0579684774036
2689,1.23,Premium,F,VS2,60.8,59.0,6.9,6.94,4.21,0,8380.66317990593
2690,0.32,Ideal,F,VS2,61.2,56.0,4.41,4.44,2.71,1,657.2278545947104
2691,1.08,Premium,G,VS1,61.5,61.0,6.62,6.55,4.05,0,7036.926079480277
2692,0.43,Premium,G,SI1,62.6,59.0,4.8,4.82,3.01,1,903.6462190061751
2693,1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,0,12711.916220087225
2694,0.38,Good,D,VVS1,61.3,61.0,4.68,4.72,2.88,1,1341.5885227290166
2695,0.73,Good,E,SI1,63.2,58.0,5.7,5.76,3.62,1,2439.494689445012
2696,1.01,Very Good,H,SI1,61.9,57.0,6.36,6.41,3.95,1,4110.497108199532
2697,0.4,Premium,F,VS1,62.5,59.0,4.69,4.66,2.92,1,1154.0766936271266
2698,1.57,Ideal,J,VVS2,61.4,57.0,7.45,7.5,4.59,0,8807.704541138963
2699,1.29,Ideal,J,VS2,60.9,58.0,7.05,7.0,4.28,1,5917.2788916853415
2700,0.25,Very Good,F,VVS2,62.4,55.0,4.03,4.06,2.52,1,454.8478383103996
2701,0.34,Ideal,E,VS2,62.5,55.0,4.45,4.48,2.79,1,797.4414209084466
2702,0.39,Premium,F,SI1,60.1,59.0,4.77,4.74,2.86,1,786.8847565100302
2703,0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,1,1475.810652461466
2704,0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,1,1775.7508722298487
2705,1.25,Premium,G,VS1,61.8,58.0,6.94,6.91,4.28,0,9282.029299614387
2706,0.71,Premium,F,VS1,61.1,58.0,5.76,5.72,3.51,1,3461.504946703464
2707,0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,1,884.0254507676543
2708,0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16,1,1833.814453859588
2709,0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,1,2061.085922492686
2710,0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,0,4613.51211320707
2711,0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,1,700.3881492796653
2712,1.11,Ideal,J,SI2,62.6,54.0,6.61,6.64,4.15,1,3831.18434558134
2713,2.16,Premium,J,SI1,60.5,59.0,8.41,8.35,5.07,0,13162.885115883919
2714,1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,0,9933.632222493288
2715,0.35,Ideal,E,VS1,61.9,56.0,4.53,4.55,2.81,1,990.8212551887863
2716,0.54,Very Good,F,VS1,61.6,59.0,5.26,5.2,3.22,1,1986.540190019631
2717,0.34,Ideal,F,VS2,60.7,56.0,4.56,4.53,2.76,1,738.1019939515083
2718,1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,1,4777.242313030235
2719,0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,1,1730.6486773576048
2720,1.22,Premium,H,VS1,58.9,59.0,7.02,6.96,4.12,0,7485.5939546878435
2721,1.76,Ideal,I,SI2,61.2,55.0,7.79,7.76,4.76,0,9945.212065742144
2722,0.53,Very Good,G,SI1,63.4,54.0,5.09,5.13,3.24,1,1301.9358724438175
2723,0.35,Premium,D,VS2,59.7,58.0,4.61,4.57,2.74,1,870.1893971428921
2724,1.5,Good,H,SI2,63.6,60.0,7.3,7.23,4.63,0,7149.382674672445
2725,2.04,Premium,G,SI2,60.3,59.0,8.23,8.3,4.98,0,14858.569355089594
2726,0.31,Ideal,H,VVS1,62.3,53.0,4.35,4.38,2.72,1,708.1468914562435
2727,0.55,Premium,D,VVS1,60.3,59.0,5.34,5.3,3.21,1,2822.832322756488
2728,0.7,Ideal,G,SI1,61.9,58.0,5.66,5.69,3.51,1,2345.86932157875
2729,0.52,Premium,F,SI1,59.5,59.0,5.24,5.31,3.14,1,1364.8228257035162
2730,0.32,Ideal,G,VS2,60.3,57.0,4.46,4.43,2.68,1,620.2349343812969
2731,0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61,1,656.3532994428077
2732,1.21,Ideal,I,VVS1,61.6,55.0,6.88,6.8,4.21,1,7300.319154537485
2733,1.27,Ideal,F,VS2,62.8,56.0,6.9,6.86,4.32,0,9194.198586062259
2734,0.37,Very Good,D,SI1,61.0,62.0,4.61,4.64,2.82,1,774.6310397390681
2735,1.01,Premium,F,SI1,60.6,58.0,6.54,6.49,3.95,1,4863.979798453513
2736,0.76,Ideal,F,VS2,61.0,55.0,5.89,5.92,3.6,1,3442.1797658936844
2737,0.59,Ideal,E,SI1,62.9,57.0,5.36,5.33,3.36,1,1827.1831394460623
2738,1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87,0,9503.582552690841
2739,0.75,Ideal,F,SI2,62.1,55.0,5.83,5.87,3.63,1,2401.853846169739
2740,1.07,Ideal,D,IF,60.9,54.0,6.66,6.73,4.08,0,13161.971741849537
2741,0.4,Premium,D,VS2,59.1,57.0,4.87,4.81,2.86,1,1108.025374349429
2742,0.28,Good,J,VVS2,58.4,60.0,4.27,4.33,2.51,1,355.1662464897193
2743,0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58,1,2824.124613327196
2744,0.6,Ideal,I,SI2,62.2,54.0,5.4,5.44,3.37,1,1362.3892081509837
2745,1.05,Ideal,F,VVS2,62.1,54.0,6.55,6.52,4.06,1,7554.17110160773
2746,0.33,Ideal,E,VVS1,61.5,56.0,4.49,4.46,2.75,1,1050.7651868814216
2747,0.71,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,1,3008.6923062744713
2748,1.01,Premium,F,SI1,62.8,59.0,6.4,6.36,4.01,1,4863.979798453513
2749,0.33,Premium,I,VS1,61.6,60.0,4.42,4.45,2.73,1,594.8785694289069
2750,0.9,Very Good,F,VS2,64.2,59.0,6.07,6.11,3.91,1,4468.231220268846
2751,0.74,Ideal,F,VS1,62.3,57.0,5.79,5.77,3.6,1,3866.3449635367433
2752,1.04,Premium,G,I1,62.2,58.0,6.46,6.41,4.0,1,3549.4660077482295
2753,0.51,Ideal,D,VS2,62.4,55.0,5.12,5.14,3.2,1,1785.3324689761694
2754,0.58,Very Good,H,SI1,63.3,56.0,5.34,5.31,3.37,1,1471.6720315770972
2755,1.02,Very Good,D,SI2,63.4,59.0,6.41,6.37,4.05,0,4565.825064979888
2756,0.41,Ideal,I,VS2,62.0,57.0,4.74,4.77,2.95,1,825.8316395628301
2757,0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01,1,994.3408882136337
2758,1.13,Ideal,E,VS2,61.4,58.0,6.71,6.74,4.13,0,7920.31339980053
2759,0.39,Fair,E,SI1,65.6,60.0,4.5,4.56,2.97,1,763.0833098394808
2760,1.0,Premium,J,SI2,62.7,58.0,6.32,6.28,3.95,1,3077.323599086257
2761,0.56,Good,E,VS2,62.3,63.0,5.22,5.27,3.27,1,1783.460525671884
2762,1.15,Premium,G,SI1,63.0,59.0,6.68,6.63,4.19,0,5843.0222515327605
2763,0.81,Ideal,H,IF,61.6,58.0,5.98,6.01,3.69,1,4741.848404826397
2764,1.27,Premium,J,VVS1,60.1,58.0,7.06,6.99,4.22,1,6554.915039717684
2765,0.73,Ideal,G,VS2,61.6,56.0,5.8,5.83,3.58,1,2958.226523656796
2766,0.31,Ideal,G,VVS1,60.8,56.0,4.36,4.39,2.66,1,792.2228860612714
2767,0.68,Very Good,G,IF,62.7,56.0,5.56,5.6,3.5,1,3840.887887904766
2768,0.51,Good,D,VS2,60.1,65.0,5.14,5.17,3.1,1,1595.7695351758302
2769,1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,1,6150.580252468916
2770,0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98,1,945.7863845083407
2771,1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7,0,6938.182028174917
2772,0.77,Very Good,E,SI2,60.4,58.0,5.91,5.95,3.58,1,2350.894908720575
2773,0.44,Very Good,E,SI1,62.2,60.0,4.79,4.86,3.0,1,1010.5101430938029
2774,0.92,Premium,G,SI2,58.4,58.0,6.4,6.34,3.73,1,3277.2284352180804
2775,1.01,Premium,E,SI1,59.5,60.0,6.54,6.46,3.87,0,5314.652661838645
2776,0.82,Fair,F,SI1,64.9,58.0,5.83,5.79,3.77,1,2970.6196080768796
2777,0.41,Ideal,G,VS1,61.7,57.0,4.81,4.78,2.96,1,1155.1769021618916
2778,0.44,Very Good,F,VVS1,62.1,60.0,4.84,4.92,3.03,1,1586.641523327707
2779,0.56,Ideal,D,SI2,62.2,55.0,5.29,5.32,3.3,1,1476.8585105451662
2780,0.26,Very Good,E,VVS2,61.7,61.0,4.08,4.12,2.53,1,544.1223408766081
2781,0.39,Ideal,G,IF,61.6,56.0,4.69,4.73,2.9,1,1425.3328295302258
2782,0.7,Fair,I,I1,68.6,57.0,5.46,5.34,3.71,1,1458.9482058172262
2783,1.2,Premium,G,SI2,62.6,61.0,6.73,6.68,4.2,0,5438.074132200103
2784,2.0,Very Good,H,SI2,61.0,57.0,8.02,8.18,4.94,0,12548.39563559897
2785,0.54,Very Good,I,VS2,62.3,56.0,5.17,5.22,3.24,1,1290.9860064889567
2786,0.54,Ideal,D,VS2,61.1,56.0,5.29,5.25,3.22,1,1979.872211321252
2787,1.6,Very Good,I,VS1,62.3,59.0,7.46,7.51,4.66,0,10592.142043777576
2788,0.37,Ideal,E,VS1,61.4,55.0,4.62,4.66,2.85,1,1095.2597907814445
2789,1.09,Ideal,G,VVS2,61.8,56.0,6.58,6.62,4.08,0,7385.631193795223
2790,0.71,Ideal,G,VS1,61.5,56.0,5.74,5.78,3.54,1,3268.7593257207373
2791,1.0,Premium,D,SI1,59.2,62.0,6.54,6.49,3.86,0,5471.99769938347
2792,0.33,Ideal,E,VS2,61.5,57.0,4.41,4.47,2.73,1,755.6456839419333
2793,1.2,Very Good,I,VS1,62.6,59.0,6.69,6.73,4.2,1,6150.580252468916
2794,1.21,Premium,G,VS1,62.7,58.0,6.76,6.85,4.27,0,8727.444289217274
2795,0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98,1,1376.5373193606026
2796,0.31,Good,G,VS1,63.2,56.0,4.28,4.29,2.71,1,619.9766944993693
2797,1.01,Premium,D,VVS2,62.4,58.0,6.44,6.39,4.0,0,7977.067223101105
2798,0.99,Fair,J,I1,73.6,60.0,6.01,5.8,4.35,1,2573.382461514488
2799,1.07,Premium,H,VS2,60.6,60.0,6.66,6.63,4.03,1,5329.235356594102
2800,0.92,Premium,F,SI2,61.8,58.0,6.19,6.23,3.84,1,3441.614966357552
2801,1.04,Very Good,G,VVS2,62.8,54.0,6.39,6.5,4.05,1,6332.283833937583
2802,0.3,Premium,G,VVS1,62.6,58.0,4.27,4.29,2.68,1,721.8547547507634
2803,0.62,Very Good,D,VVS2,58.1,63.0,5.59,5.66,3.27,1,2822.5557374744344
2804,0.7,Ideal,F,SI2,62.1,57.0,5.65,5.69,3.52,1,2104.695130787585
2805,1.0,Premium,G,SI2,60.7,59.0,6.45,6.41,3.9,1,3837.9759718288883
2806,1.03,Ideal,G,SI1,60.8,57.0,6.52,6.47,3.95,1,4875.808946691619
2807,0.71,Ideal,G,VVS1,61.1,57.0,5.76,5.8,3.53,1,3807.0438062892163
2808,0.3,Ideal,H,VVS1,62.5,53.8,4.31,4.33,2.69,1,666.4277738012299
2809,0.4,Good,I,VS1,63.8,55.0,4.69,4.65,2.98,1,798.7246256025306
2810,0.5,Good,E,VS2,64.1,58.0,5.03,5.01,3.22,1,1453.802627590401
2811,0.26,Very Good,E,VVS2,62.9,56.0,4.07,4.1,2.57,1,544.1223408766081
2812,0.33,Very Good,G,VS2,62.1,56.0,4.41,4.44,2.75,1,618.0539876704738
2813,0.4,Ideal,D,VVS2,62.2,55.0,4.74,4.72,2.94,1,1376.3797662233437
2814,0.53,Very Good,E,SI1,63.0,55.0,5.14,5.18,3.25,1,1413.4953440393463
2815,0.7,Very Good,F,SI1,62.3,57.0,5.65,5.69,3.53,1,2336.5068409768537
2816,0.36,Ideal,E,VS2,61.9,56.0,4.55,4.56,2.82,1,884.0254507676543
2817,0.48,Premium,E,SI2,62.9,60.0,4.93,4.9,3.09,1,1034.7619830350934
2818,0.72,Ideal,D,SI1,60.5,56.0,5.79,5.84,3.52,1,2784.6702677972835
2819,0.51,Very Good,F,VS2,58.6,58.0,5.22,5.29,3.08,1,1506.4017721475118
2820,0.26,Ideal,G,VS1,62.5,53.0,4.1,4.13,2.57,1,487.4639512864418
2821,1.0,Good,F,I1,64.2,59.0,6.26,6.3,4.03,1,3207.628852156953
2822,0.26,Ideal,F,IF,62.0,56.0,4.07,4.1,2.53,1,729.4705866610925
2823,0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,1,841.3294314653413
2824,0.79,Premium,G,VS1,61.3,59.0,5.97,5.91,3.64,1,3879.675278995484
2825,1.07,Ideal,H,VS2,62.1,57.0,6.53,6.49,4.04,1,5490.660484431673
2826,0.9,Premium,D,SI2,58.1,60.0,6.26,6.24,3.63,1,3356.935693265346
2827,2.35,Premium,J,VS1,60.7,60.0,8.64,8.6,5.23,0,18006.023297933818
2828,1.11,Ideal,I,VS1,63.0,56.0,6.61,6.57,4.15,1,5648.911059682088
2829,0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74,1,1117.9216283726169
2830,0.3,Good,F,VVS1,61.1,61.0,4.29,4.32,2.63,1,738.6647702000758
2831,0.53,Ideal,G,VS1,61.8,55.0,5.17,5.22,3.21,1,1878.6426535938908
2832,0.79,Premium,J,SI1,58.8,62.0,6.03,6.01,3.54,1,2158.4862206000676
2833,0.33,Premium,D,SI2,61.6,59.0,4.42,4.41,2.72,1,546.3815198021589
2834,1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,1,7962.007520297009
2835,1.03,Very Good,H,SI2,60.9,57.0,6.5,6.58,3.98,1,3769.3222652287673
2836,0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,1,1365.3858293832222
2837,0.32,Ideal,H,VVS1,61.6,54.0,4.42,4.45,2.73,1,751.0283370145988
2838,0.56,Ideal,E,VS1,61.8,56.0,5.28,5.33,3.28,1,2312.587189079584
2839,0.34,Premium,G,VVS1,59.0,62.0,4.6,4.56,2.7,1,914.9929913577337
2840,0.5,Very Good,D,VS1,59.8,58.0,5.12,5.14,3.07,1,1912.4795849502893
2841,3.11,Fair,J,I1,65.9,57.0,9.15,9.02,5.98,0,20260.88931746575
2842,0.56,Ideal,D,VS2,60.9,56.0,5.35,5.32,3.25,1,2114.5441040614096
2843,0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,1,884.8294366631729
2844,0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85,1,1095.2597907814445
2845,0.53,Ideal,G,VS2,61.6,56.0,5.24,5.19,3.21,1,1613.0181332526731
2846,1.6,Very Good,D,SI2,60.6,58.0,7.55,7.61,4.59,0,10311.234140724611
2847,0.31,Ideal,D,SI1,62.1,56.0,4.33,4.37,2.7,1,606.1119192684289
2848,1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65,0,8052.272561870318
2849,0.33,Very Good,G,VVS2,62.8,57.0,4.39,4.47,2.78,1,719.8323190081964
2850,0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75,1,506.34093697778076
2851,0.71,Premium,G,SI1,58.5,58.0,5.87,5.82,3.42,1,2336.418970293387
2852,1.01,Premium,F,SI2,61.1,57.0,6.48,6.44,3.95,1,4114.849939295855
2853,0.3,Ideal,F,VVS1,61.9,58.0,4.26,4.3,2.65,1,811.591026015002
2854,1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,0,8798.880398395522
2855,0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49,1,2258.0097091719554
2856,0.41,Ideal,D,SI1,61.6,55.0,4.8,4.78,2.95,1,1005.2293537140206
2857,1.0,Premium,F,VS1,62.6,58.0,6.37,6.4,4.0,1,6667.991744640018
2858,1.07,Ideal,D,VS1,61.8,57.0,6.55,6.58,4.06,0,9192.700187794682
2859,0.52,Premium,G,VS1,62.6,59.0,5.08,5.11,3.19,1,1756.9177836081203
2860,1.05,Ideal,G,VS2,62.8,57.0,6.49,6.45,4.06,0,5907.7905831167045
2861,0.33,Ideal,D,VVS2,61.7,55.0,4.46,4.49,2.76,1,971.7676406006146
2862,1.5,Very Good,F,SI2,62.3,60.0,7.29,7.34,4.56,0,8498.759791863824
2863,0.41,Ideal,H,SI2,61.7,56.0,4.8,4.77,2.95,1,726.7229715215137
2864,0.71,Very Good,F,VS1,62.9,55.0,5.68,5.71,3.58,1,3354.5556936291855
2865,0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2,1,1286.6763117820303
2866,1.01,Very Good,D,VS2,63.1,60.0,6.39,6.35,4.02,0,6421.768986287837
2867,1.71,Good,H,VS2,63.7,58.0,7.57,7.54,4.81,0,11653.207257335423
2868,0.4,Ideal,F,VVS1,62.2,56.0,4.71,4.74,2.94,1,1407.6749463976832
2869,0.32,Very Good,G,VS1,61.7,55.0,4.37,4.41,2.71,1,679.0729408346364
2870,0.5,Very Good,E,SI1,60.7,61.0,5.09,5.12,3.1,1,1272.5025886468347
2871,1.02,Fair,F,SI2,65.5,59.0,6.27,6.24,4.1,1,3816.4087336457965
2872,1.05,Very Good,G,SI2,62.5,60.0,6.45,6.5,4.05,0,4094.2136985611637
2873,1.36,Premium,E,VVS2,59.8,59.0,7.12,7.2,4.38,0,12638.301606298175
2874,0.51,Ideal,E,SI1,62.3,56.0,5.15,5.12,3.2,1,1404.9531472517103
2875,1.2,Premium,H,SI2,62.4,57.0,6.83,6.75,4.24,1,5153.211623304003
2876,0.72,Ideal,F,VS1,62.0,56.0,5.76,5.73,3.56,1,3668.78617312733
2877,0.49,Very Good,F,VVS1,62.2,56.0,5.04,5.08,3.14,1,1949.6552035029208
2878,0.36,Premium,H,SI1,61.3,57.0,4.65,4.61,2.84,1,626.9290026597636
2879,0.7,Premium,D,SI1,62.1,62.0,5.63,5.58,3.48,1,2549.094828208324
2880,0.9,Premium,E,SI2,59.5,61.0,6.3,6.24,3.73,1,3214.8547892025395
2881,0.32,Premium,G,VVS1,58.1,59.0,4.53,4.49,2.62,1,815.7248974350814
2882,2.0,Very Good,G,SI2,63.5,55.0,8.03,7.93,5.07,0,13875.978149431065
2883,0.9,Good,F,SI2,63.3,57.0,6.08,6.14,3.87,1,3099.061306120841
2884,1.18,Ideal,E,SI2,60.9,57.0,6.86,6.89,4.19,0,6158.353052945709
2885,0.36,Ideal,E,VS1,61.8,56.0,4.55,4.58,2.82,1,1042.4578478298388
2886,0.37,Ideal,F,VVS2,60.0,59.0,4.64,4.66,2.79,1,1025.772651209803
2887,0.3,Ideal,F,SI1,62.4,56.0,4.27,4.32,2.68,1,491.3873302215
2888,0.36,Premium,F,VS2,60.5,60.0,4.55,4.61,2.77,1,798.0042528191437
2889,0.8,Premium,J,SI2,60.2,59.0,6.07,5.95,3.62,1,2041.0509034221234
2890,1.51,Ideal,H,SI1,61.9,57.0,7.37,7.32,4.55,0,8951.419585828919
2891,0.62,Very Good,F,VS2,59.8,58.0,5.55,5.59,3.33,1,2189.3298234238264
2892,0.71,Premium,H,SI1,62.4,59.0,5.65,5.6,3.51,1,2205.0267634410307
2893,0.32,Good,G,VS1,57.0,62.0,4.51,4.54,2.58,1,658.4064271334045
2894,1.02,Ideal,G,VS2,62.8,57.0,6.36,6.45,4.02,1,5574.751302329318
2895,0.41,Premium,H,VS1,62.0,56.0,4.78,4.74,2.95,1,1020.0255848501242
2896,1.14,Ideal,G,VS2,62.0,55.0,6.68,6.77,4.17,0,6903.667994389529
2897,0.52,Premium,G,SI1,60.6,61.0,5.19,5.17,3.14,1,1295.214152120634
2898,1.0,Good,H,SI1,62.7,60.0,6.24,6.3,3.93,1,3916.8089852505973
2899,0.56,Very Good,E,SI1,60.2,57.0,5.36,5.4,3.24,1,1561.0496862482776
2900,0.32,Premium,G,SI1,61.0,61.0,4.41,4.38,2.68,1,516.3318690198548
2901,0.37,Ideal,D,VVS2,61.6,54.0,4.61,4.64,2.85,1,1195.286576624295
2902,0.9,Good,G,SI1,63.2,59.0,6.05,6.1,3.84,1,3441.799217937583
2903,1.01,Ideal,G,SI1,61.1,58.0,6.43,6.49,3.95,1,4698.025626300031
2904,1.03,Ideal,J,SI1,62.3,57.0,6.48,6.43,4.02,1,3613.3086951616833
2905,0.78,Premium,G,SI2,60.6,58.0,6.02,5.99,3.64,1,2397.179628284068
2906,0.33,Ideal,G,VS1,61.6,57.0,4.46,4.49,2.75,1,765.7307172666593
2907,0.33,Ideal,H,VVS2,61.3,56.0,4.43,4.47,2.73,1,703.0770411745266
2908,1.09,Ideal,H,SI1,61.9,57.0,6.63,6.58,4.09,1,5024.783743741366
2909,0.5,Good,J,SI1,63.3,60.0,4.97,4.99,3.15,1,881.2184243057478
2910,1.01,Ideal,J,VS2,61.3,56.0,6.46,6.5,3.97,1,3772.0975755967465
2911,1.0,Very Good,E,VVS2,63.5,55.0,6.36,6.31,4.02,0,7032.7047121996075
2912,0.59,Premium,E,SI2,60.8,56.0,5.43,5.4,3.29,1,1501.2097780583213
2913,0.7,Very Good,H,SI2,59.9,57.0,5.74,5.77,3.45,1,1843.5120132586276
2914,0.31,Premium,I,SI1,61.3,58.0,4.34,4.37,2.67,1,435.6956043856958
2915,0.39,Premium,E,VS2,62.5,60.0,4.64,4.67,2.91,1,989.4789714341532
2916,0.85,Ideal,E,SI1,61.8,54.0,6.1,6.14,3.78,1,3529.6860419529185
2917,0.73,Ideal,I,VVS2,62.3,55.0,5.76,5.77,3.59,1,2621.678474582628
2918,1.09,Ideal,J,SI1,60.7,58.0,6.64,6.68,4.04,1,4010.0572605602106
2919,0.4,Ideal,D,SI2,61.3,56.0,4.72,4.77,2.91,1,803.3808822313148
2920,0.4,Very Good,E,SI1,61.7,60.0,4.68,4.72,2.9,1,850.9314277053728
2921,0.22,Fair,E,VS2,65.1,61.0,3.87,3.78,2.49,1,320.45981730865316
2922,0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65,1,654.0423048480793
2923,1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,1,4354.584355404575
2924,1.06,Fair,I,I1,64.5,57.0,6.47,6.33,4.13,1,3119.910132535172
2925,0.61,Very Good,E,VS1,59.6,63.0,5.44,5.57,3.28,1,2532.7039443059407
2926,0.82,Ideal,H,VVS2,61.4,56.0,6.01,6.05,3.71,1,3793.2746433702096
2927,1.01,Fair,G,I1,64.5,56.0,6.32,6.26,4.06,1,3060.666913541303
2928,0.32,Ideal,E,VS2,61.4,56.0,4.4,4.43,2.71,1,714.8552444011666
2929,0.5,Premium,D,SI2,62.2,58.0,5.08,5.14,3.18,1,1158.8565123225994
2930,1.01,Premium,F,SI1,59.1,56.0,6.65,6.52,3.89,1,4863.979798453513
2931,1.0,Very Good,F,SI2,62.7,58.0,6.3,6.36,3.97,1,3912.4772187649396
2932,0.31,Ideal,D,SI1,62.9,56.0,4.34,4.31,2.72,1,606.1119192684289
2933,0.35,Ideal,E,VS2,62.4,57.0,4.52,4.55,2.83,1,840.2365703053497
2934,0.7,Ideal,H,VS2,61.2,57.0,5.73,5.77,3.52,1,2502.4568337221053
